,지역,제목,대상
1572,노원구,[음악놀이] 클래식이랑 놀자(5~6세),어린이
1573,노원구,[음악놀이] 클래식이랑 놀자(7~8세),어린이
1574,노원구,리딩인 활동가와 함께하는 책토리,어린이
1575,노원구,오세나 작가와 함께 하는 검정토끼,어린이
1576,노원구,[여름방학 특별]방방콕콕 세계문화여행,어린이
1577,노원구,[어린이]반려 물고기 키우기,어린이
1578,노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_3강 육아를 위한 그림책 읽는 방법 신청,성인
1579,노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_2강 꿈꾸는 아이의 그림책 놀이 신청,성인
1580,노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_1강 '영.유아기 자녀와 잘지내기' 신청,성인
1581,노원구,[유아]알록달록 그림책 놀이,어린이
1582,노원구,어린이를 위한 뉴스 바로 알기,어린이
1583,노원구,[도.도.야] 일미터클래식 '행복한 르누아르와 반고흐',어린이
1584,노원구,[어린이책마을]달콤한 도서관 레시피 2강 ,어린이
1585,노원구,[어린이책마을]달콤한 도서관 레시피 1강  ,어린이
1586,노원구,2021년 이용자맞춤서비스 ,어린이
1587,노원구,[도서관주간]도서관에 숨은 보물찾기 ,어린이
1588,노원구,[어린이책마을]뚝딱뚝딱 다이어리 꾸미기 ,어린이
1589,노원구,[어린이책마을]동화동무씨동무 ,어린이
1590,노원구,학교 적응부터 온라인수업까지_예비초 학부모교육,성인
1591,노원구,아동학대예방교육_우리가 바꿀게!,성인
1592,노원구,어린이책마을_다시쓰는 혹부리영감_혹부리 환불소동,전연령
1593,노원구,1.17(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1594,노원구,1.17(일) 2차수령(15-18시) 안심도서대출서비스,전연령
1595,노원구,1.16(토) 1차수령(11-14시) 안심도서대출서비스 ,전연령
1596,노원구,1.16(토) 2차수령(15-18시) 안심도서대출서비스,전연령
1597,노원구,1.15(금) 1차수령(11-14시) 안심도서대출서비스,전연령
1598,노원구,1.15(금) 2차수령(15-18시) 안심도서대출서비스 ,전연령
1599,노원구,1.14(목) 1차수령(11-14시) 안심도서대출서비스,전연령
1600,노원구,1.13(수) 1차수령(11-14시) 안심도서대출서비스,전연령
1601,노원구,1.13(수) 2차수령(15-18시) 안심도서대출서비스,전연령
1602,노원구,1.12(화) 1차수령(11-14시) 안심도서대출서비스,전연령
1603,노원구,1.12(화) 2차수령(15-18시) 안심도서대출서비스,전연령
1604,노원구,1.10(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1605,노원구,1.10(일) 2차수령(15-18시) 안심도서대출서비스,전연령
1606,노원구,1.9(토) 1차수령(11-14시) 안심도서대출서비스,전연령
1607,노원구,1.9(토) 2차수령(15-18시) 안심도서대출서비스 ,전연령
1608,노원구,1.8(금) 1차수령(11-14시) 안심도서대출서비스 ,전연령
1609,노원구,1.8(금) 2차수령(15-18시) 안심도서대출서비스,전연령
1610,노원구,1.7(목) 1차수령(11-14시) 안심도서대출서비스 ,전연령
1611,노원구,1.7(목) 2차수령(15-18시) 안심도서대출서비스 ,전연령
1612,노원구,1.6(수) 2차수령(15-18시) 안심도서대출서비스 ,전연령
1613,노원구,1.5(화) 1차수령(11-14시) 안심도서대출서비스,전연령
1614,노원구,1.5(화) 2차수령(15-18시) 안심도서대출서비스,전연령
1615,노원구,1.3(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1616,노원구,1.3(일) 2차수령(15-18시) 안심도서대출서비스,전연령
1617,노원구,부모에게도 교육이 필요한 시대!_[4강] 아이를 변화시키는 부모의 말!,성인
1618,노원구,"부모에게도 교육이 필요한 시대!_[3강] 부모와 자녀의 행복한 소통, 가정에서 기르는 문해력",성인
1619,노원구,부모에게도 교육이 필요한 시대!_[2강] 부모와 아이 중 한 사람은 어른이어야 한다.,성인
1620,노원구,부모에게도 교육이 필요한 시대!_[1강] 아이의 뇌에 어떤 스토리를 심을 것인가?,성인
1621,노원구,아빠와 함께 하는 리듬톡톡 북놀이터,성인
1622,노원구,엄마와 함께 하는 리듬톡톡 북놀이터,성인
1623,노원구,[여름방학특별]경제야 놀자!,어린이
1624,노원구,이야기가 있는 코딩,어린이
1625,노원구,[여름방학특별]책읽GO 표현하GO,어린이
1626,노원구,책읽GO 생각하GO_중학년,어린이
1627,노원구,책읽GO 생각하GO_고학년,어린이
1628,노원구,책읽GO 생각하GO_저학년,어린이
1629,노원구,[칠교연극놀이]아가씨와 여우,어린이
1630,노원구,도서관 펜팔 친구,어린이
1631,노원구,업사이클링 클레이 화분 만들고 지구지킴이 되기,어린이
1632,노원구,[체험형동화구연]아기돼지 삼형제(5월21일_14시-15시),어린이
1633,노원구,[체험형동화구연]아기돼지 삼형제(5월21일_15시-16시),어린이
1634,노원구,달콤한 도서관 레시피,어린이
1635,노원구,리딩인과 함께하는 책토리,어린이
1636,노원구,[체험형동화구연]아기돼지 삼형제(5월7일_14시-15시),어린이
1637,노원구,[체험형동화구연]아기돼지 삼형제(5월7일_15시-16시),어린이
1638,노원구,[공연]어린이 매지컬: 마법전사 매직킹,어린이
1639,노원구,작은 씨앗이 자라면,어린이
1640,노원구,(스무고개탐정과 함께 하는)추리독서클럽,어린이
1641,노원구,[책이랑 톡톡. 02] 진형민 작가를 만나다,어린이
1642,노원구,[책이랑 톡톡. 01] 서현 작가를 만나다,어린이
1643,노원구,조물조물 크리스마스 장식만들기(1-2학년),어린이
1644,노원구,조물조물 크리스마스 장식만들기(3-6학년),어린이
1645,노원구,왁자지껄 토론연극 ,어린이
1646,노원구,[공연]북극곰 예술여행,어린이
1647,노원구,남동윤 작가와 함께하는 만화교실,어린이
1648,노원구,(보고 들으며 느끼는)오감만족 북 콘서트,어린이
1649,노원구,[음악놀이] 클래식이랑 놀자(5~6세),어린이
1650,노원구,[음악놀이] 클래식이랑 놀자(7~8세),어린이
1651,노원구,리딩인 활동가와 함께하는 책토리,어린이
1652,노원구,오세나 작가와 함께 하는 검정토끼,어린이
1653,노원구,[여름방학 특별]방방콕콕 세계문화여행,어린이
1654,노원구,[어린이]반려 물고기 키우기,어린이
1655,노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_3강 육아를 위한 그림책 읽는 방법 신청,성인
1656,노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_2강 꿈꾸는 아이의 그림책 놀이 신청,성인
1657,노원구,북스타트 기획 특강_전문가와 함께 하는 육아로드맵_1강 '영.유아기 자녀와 잘지내기' 신청,성인
1658,노원구,[유아]알록달록 그림책 놀이,어린이
1659,노원구,어린이를 위한 뉴스 바로 알기,어린이
1660,노원구,[도.도.야] 일미터클래식 '행복한 르누아르와 반고흐',어린이
1661,노원구,[어린이책마을]달콤한 도서관 레시피 2강 ,어린이
1662,노원구,[어린이책마을]달콤한 도서관 레시피 1강  ,어린이
1663,노원구,2021년 이용자맞춤서비스 ,어린이
1664,노원구,[도서관주간]도서관에 숨은 보물찾기 ,어린이
1665,노원구,[어린이책마을]뚝딱뚝딱 다이어리 꾸미기 ,어린이
1666,노원구,[어린이책마을]동화동무씨동무 ,어린이
1667,노원구,학교 적응부터 온라인수업까지_예비초 학부모교육,성인
1668,노원구,아동학대예방교육_우리가 바꿀게!,성인
1669,노원구,어린이책마을_다시쓰는 혹부리영감_혹부리 환불소동,전연령
1670,노원구,1.17(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1671,노원구,1.17(일) 2차수령(15-18시) 안심도서대출서비스,전연령
1672,노원구,1.16(토) 1차수령(11-14시) 안심도서대출서비스 ,전연령
1673,노원구,1.16(토) 2차수령(15-18시) 안심도서대출서비스,전연령
1674,노원구,1.15(금) 1차수령(11-14시) 안심도서대출서비스,전연령
1675,노원구,1.15(금) 2차수령(15-18시) 안심도서대출서비스 ,전연령
1676,노원구,1.14(목) 1차수령(11-14시) 안심도서대출서비스,전연령
1677,노원구,1.13(수) 1차수령(11-14시) 안심도서대출서비스,전연령
1678,노원구,1.13(수) 2차수령(15-18시) 안심도서대출서비스,전연령
1679,노원구,1.12(화) 1차수령(11-14시) 안심도서대출서비스,전연령
1680,노원구,1.12(화) 2차수령(15-18시) 안심도서대출서비스,전연령
1681,노원구,1.10(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1682,노원구,1.10(일) 2차수령(15-18시) 안심도서대출서비스,전연령
1683,노원구,1.9(토) 1차수령(11-14시) 안심도서대출서비스,전연령
1684,노원구,1.9(토) 2차수령(15-18시) 안심도서대출서비스 ,전연령
1685,노원구,1.8(금) 1차수령(11-14시) 안심도서대출서비스 ,전연령
1686,노원구,1.8(금) 2차수령(15-18시) 안심도서대출서비스,전연령
1687,노원구,1.7(목) 1차수령(11-14시) 안심도서대출서비스 ,전연령
1688,노원구,1.7(목) 2차수령(15-18시) 안심도서대출서비스 ,전연령
1689,노원구,1.6(수) 2차수령(15-18시) 안심도서대출서비스 ,전연령
1690,노원구,1.5(화) 1차수령(11-14시) 안심도서대출서비스,전연령
1691,노원구,1.5(화) 2차수령(15-18시) 안심도서대출서비스,전연령
1692,노원구,1.3(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1693,노원구,1.3(일) 2차수령(15-18시) 안심도서대출서비스,전연령
1694,노원구,부모에게도 교육이 필요한 시대!_[4강] 아이를 변화시키는 부모의 말!,성인
1695,노원구,"부모에게도 교육이 필요한 시대!_[3강] 부모와 자녀의 행복한 소통, 가정에서 기르는 문해력",성인
1696,노원구,부모에게도 교육이 필요한 시대!_[2강] 부모와 아이 중 한 사람은 어른이어야 한다.,성인
1697,노원구,부모에게도 교육이 필요한 시대!_[1강] 아이의 뇌에 어떤 스토리를 심을 것인가?,성인
1698,노원구,아빠와 함께 하는 리듬톡톡 북놀이터,성인
1699,노원구,엄마와 함께 하는 리듬톡톡 북놀이터,성인
1700,노원구,[여름방학특별]경제야 놀자!,어린이
1701,노원구,이야기가 있는 코딩,어린이
1702,노원구,[여름방학특별]책읽GO 표현하GO,어린이
1703,노원구,책읽GO 생각하GO_중학년,어린이
1704,노원구,책읽GO 생각하GO_고학년,어린이
1705,노원구,책읽GO 생각하GO_저학년,어린이
1706,노원구,[칠교연극놀이]아가씨와 여우,어린이
1707,노원구,도서관 펜팔 친구,어린이
1708,노원구,업사이클링 클레이 화분 만들고 지구지킴이 되기,어린이
1709,노원구,[체험형동화구연]아기돼지 삼형제(5월21일_14시-15시),어린이
1710,노원구,[체험형동화구연]아기돼지 삼형제(5월21일_15시-16시),어린이
1711,노원구,달콤한 도서관 레시피,어린이
1712,노원구,리딩인과 함께하는 책토리,어린이
1713,노원구,[체험형동화구연]아기돼지 삼형제(5월7일_14시-15시),어린이
1714,노원구,[체험형동화구연]아기돼지 삼형제(5월7일_15시-16시),어린이
1715,노원구,[공연]어린이 매지컬: 마법전사 매직킹,어린이
1716,노원구,작은 씨앗이 자라면,어린이
1717,노원구,(스무고개탐정과 함께 하는)추리독서클럽,어린이
1718,노원구,"[9월] 랜선 낭독회 “소리나는 독서, 소리듣는 독서”",성인
1719,노원구,"[9월] 독서의 달 "" 책 빌려가방"" 만들기",어린이
1720,노원구,[9월] 청소년 진로백서 ,청소년
1721,노원구,『마틸다』번역가가 들려주는 『봄의 방정식』이야기 - 김난령번역가와의 만남,전연령
1722,노원구,[8월] 불암도서관 자원봉사 사전교육,청소년
1723,노원구,"[8월] 여름방학 독서교실 ""여름아 읽자!""",어린이
1724,노원구,(중학생이상)여름방학 취미지원 프로그램 : 니들-펠트 한 번 배워볼래?,청소년
1725,노원구,"청소년 인문학 특강 - 어라, 그건 이집트가 아닌데요?",청소년
1726,노원구,[7월] 도서관과 생일이 같은 어린이 친구를 찾아요!,어린이
1727,노원구,[8월] 신나는 그림책 놀이터,어린이
1728,노원구,[7월] 2022년 뮤지컬 인문학 프로그램 “좌석 대신 도서관”,성인
1729,노원구,[7월]불암도서관 자원 봉사자 사전 교육,청소년
1730,노원구,청소년 자료실 진로 북큐레이션 연계프로그램 ,청소년
1731,노원구,[7월] 그림책 특강 ,성인
1732,노원구,[7월] 어린이 독서동아리 ,어린이
1733,노원구,[6월] 불암도서관 자원봉사자 사전 교육,청소년
1734,노원구,[6월] 소소한 이야기,어린이
1735,노원구,[5월] 소소한이야기,어린이
1736,노원구,[5월] 성인인문학(봄)  역사로 보는 대중음악 이야기,청소년
1737,노원구,"[5월] 지금, 나를 채우는 문장들",성인
1738,노원구,[4월] 유은실 작가와의 만남,어린이
1739,노원구,[4월] 소소한 이야기,어린이
1740,노원구,[4월] 시작된변화 청소년팀 모집,청소년
1741,노원구,[3월] 소소한 이야기,어린이
1742,노원구,[1월]HOW? HOW!,어린이
1743,노원구,[12월] 범이 내려온다,어린이
1744,노원구,성인인문학 겨울 강좌(영화),청소년
1745,노원구,[1교시]마니마니 아저씨 키즈쇼_Magical BURAM‘s Mas,전연령
1746,노원구,[2교시]빛과 모래로 들려주는 스토리텔링쇼_Magical BURAM‘s Mas,전연령
1747,노원구,『체리새우:비밀글입니다』황영미 작가 청소년 힐링특강,청소년
1748,노원구,[12월] 불암도서관 독서동아리 대상 다.독.임(다시.독서.모임) 프로그램,성인
1749,노원구,2인 2색 온라인 작가와의 만남 (이임숙작가),성인
1750,노원구,[11월] 내가 불암 히어로!,어린이
1751,노원구,2인 2색 온라인 작가와의 만남 (임윤희 작가),성인
1752,노원구,[11월][노원구립도서관 공론의 장] “수다만남 환경만담”,전연령
1753,노원구,[11월]HOW? HOW!,어린이
1754,노원구,[10월] 모래로 만나는 동화이야기(샌드아트공연),전연령
1755,노원구,[10월] 『검정토끼』 저자 오세나작가와의 만남,어린이
1756,노원구,[10월] 2021 불암도서관 성인인문학 가을 강좌 (드라마&다큐),성인
1757,노원구,[9월]  온라인 뮤지컬<미녀와야수> ,전연령
1758,노원구,[9월]내가 만드는 무지개 물고기,어린이
1759,노원구,[9월] 방구석 미술실,어린이
1760,노원구,[9월] HOW? HOW!,어린이
1761,노원구,[8월] 방구석 미술실,어린이
1762,노원구,[8월] HOW? HOW!,어린이
1763,노원구,[7월]2021년 신나는 그림책 놀이터,어린이
1764,노원구,[7월]앙리마티스- 벌거숭이 임금님 공연 음악회,전연령
1765,노원구,[7월] HOW? HOW!,어린이
1766,노원구,[7월]방구석 미술실,어린이
1767,노원구,[6월]HOW? HOW!,어린이
1768,노원구,[5월]HOW? HOW!,어린이
1769,노원구,"성인인문학-오페라, 삶의 노래여!",성인
1770,노원구,[4월]HOW? HOW!,어린이
1771,노원구,[4월] 불암도서관 특별프로그램 '책과 함께',성인
1772,노원구,[4월] 허유정작가와의 만남,전연령
1773,노원구,2021년 청소년 사회참여 프로젝트 '시작된변화',청소년
1774,노원구,1.17(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1775,노원구,"1.17(일) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1776,노원구,1.16(토) 1차수령(11-14시) 안심도서대출서비스,전연령
1777,노원구,"1.16(토) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1778,노원구,"1.15(금) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1779,노원구,1.14(목) 1차수령(11-14시) 안심도서대출서비스,전연령
1780,노원구,"1.14(목) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1781,노원구,	1.13(수) 1차수령(11-14시) 안심도서대출서비스,전연령
1782,노원구,"	1.13(수) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1783,노원구,1.12(화) 1차수령(11-14시) 안심도서대출서비스,전연령
1784,노원구,"1.12(화) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1785,노원구,1.10(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1786,노원구,"1.10(일) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1787,노원구,1.9(토) 1차수령(11-14시) 안심도서대출서비스,전연령
1788,노원구,"1.9(토) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1789,노원구,1.8(금) 1차수령(11-14시) 안심도서대출서비스,전연령
1790,노원구,1.7(목) 1차수령(11-14시) 안심도서대출서비스,전연령
1791,노원구,"1.7(목) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1792,노원구,1.6(수) 1차수령(11-14시) 안심도서대출서비스,전연령
1793,노원구,"1.6(수) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1794,노원구,1.5(화) 1차수령(11-14시) 안심도서대출서비스,전연령
1795,노원구,"1.5(화) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1796,노원구,1.3(일) 1차수령(11-14시) 안심도서대출서비스,전연령
1797,노원구,"1.3(일) 2,3차수령(15-18시) 안심도서대출서비스",전연령
1798,종로구,                        그림책 팝업북 만들기                        ,전연령
1799,종로구,                        감각을 일 깨우는 톡톡 책놀이                        ,어린이
1800,종로구,                        사고력과 표현력을 쑥쑥 키우는 책놀이                        ,어린이
1801,종로구,                        독서의 달 행사 <곽재식 작가와의 만남 - 과학으로 보는 문학이야기>                        ,성인
1802,종로구,                        독서의 달 행사 <동화로 만나는 클레이>                        ,전연령
1803,종로구,                        독서의 달 행사 <오롯이 독서>                        ,전연령
1804,종로구,                        독서의 달 행사 안내                        ,전연령
1805,종로구,                        초등고전소설토론 6기                        ,어린이
1806,종로구,                        (제10기)그림책으로 만나는 영어스토리텔링                        ,어린이
1807,종로구,                        그림책 팝업북 만들기 (성인 프로그램)                        ,성인
1808,종로구,                        9월 어린이 독서 동아리                        ,어린이
1809,종로구,                        나의첫 심부름 그림책 원화전시회 <마음정원 전>                        ,전연령
1810,종로구,                        <괴물이오면>책놀이                        ,어린이
1811,종로구,                        서울북스타트 국악이랑 책이랑 참여자 모집                        ,전연령
1812,종로구,                        환경을 위한 업사이클링 북아트                        ,어린이
1813,종로구,                        한책읽기 마음버스 책놀이                        ,어린이
1814,종로구,                        사고력과 표현력을 쑥쑥 키우는 책놀이 (초등)                        ,어린이
1815,종로구,                        감각을 일깨우는 톡톡 책 놀이 (유치)                        ,어린이
1816,종로구,                        한 주제로 함께 읽기                        ,어린이
1817,종로구,                        한 주제로 함께 읽기                        ,어린이
1818,종로구,                        사고력과 표현력을 쑥쑥 키우는 책놀이                        ,어린이
1819,종로구,                        감각을 일 깨우는 톡톡 책놀이                        ,어린이
1820,종로구,                        청운문학도서관x혜화1117 '작가와의 만남'                        ,전연령
1821,종로구,                        영화포스터 전시 <영화의 얼굴>                        ,전연령
1822,종로구,                         8월 스토리텔링                        ,어린이
1823,종로구,                        사회학자와 함께 읽는 홀로코스트 생존자의 서사 문학                        ,전연령
1824,종로구,                        배화여고와 함께하는 '언니가 읽어주는 그림책'                        ,어린이
1825,종로구,                         <그림책놀이>                        ,어린이
1826,종로구,                         '한 책'  독서토론                        ,전연령
1827,종로구,                        재밌고 흥겨운 책 이야기                        ,어린이
1828,종로구,                        2022 길 위의 인문학 <종로의 문학적 사건들>                        ,전연령
1829,종로구,                        북스타트 연계 프로그램_그림책 놀이터                        ,어린이
1830,종로구,                        (종로별별책방)어린이 독서토론 교실                        ,어린이
1831,종로구,                        (여름특집)사서와 함께하는 그림책 퐁당                        ,어린이
1832,종로구,                        문학과 역사로 시작하는 나의 이야기                        ,청소년
1833,종로구,                        업사이클링 다이어리 만들기                        ,전연령
1834,종로구,                        여름방학 특강 <내가 한 편의 시가 된다면>                        ,어린이
1835,종로구,                        숲에서 놀자                        ,어린이
1836,종로구,                        2022 한주제로 함께읽기 <불편한 편의점> 김호연 저자 강연회                        ,전연령
1837,종로구,                        사람책과 함께하는 메타버스                        ,어린이
1838,종로구,"                        북스타트 연계 프로그램""그림책 놀이터""                        ",어린이
1839,종로구,                         7월 스토리텔링                        ,어린이
1840,종로구,                        출판사 연계 '작가와의 만남' : 지상으로 올라오지 못한 기억「언더그라운드」                        ,전연령
1841,종로구,                        그림으로 읽는 SF 동화전                        ,전연령
1842,종로구,                        2022 한 주제로 함께 읽기 <내 어깨 위 두 친구> 이수연 작가와의 만남                        ,전연령
1843,종로구,"                        마감  7월: ""문화가 있는날"" 안내                        ",어린이
1844,종로구,                        7월 어린이 독서 동아리                        ,어린이
1845,종로구,                        출판사 연계 '작가와의 만남' <노자와 니체 : 철학자에게 삶의 길을 묻다>                        ,전연령
1846,종로구,                        (양육자와 영유아가 함께하는)그림책이랑 놀자 : 북스타트 연계 프로그램                        ,어린이
1847,종로구,                        숲에서 놀자                        ,어린이
1848,종로구,                        2022 한 주제로 함께 읽기:김유작가와의 만남 <마음버스 타고 놀자!>                        ,어린이
1849,종로구,                        조해진 작가와의 만남 (6.14)- 길 위의 인문학 1부 2강                        ,성인
1850,종로구,                        6월 스토리텔링                        ,어린이
1851,종로구,                        작은 도서관 특별한 책읽기                        ,어린이
1852,종로구,                        우리 고전의 아름다운 성찬 : 우리고전미식회                        ,전연령
1853,종로구,                        <길 위의 인문학> 동물과의 공존 편: 지속가능한 세상을 위해 동물과 함께 산다는 것                        ,청소년
1854,종로구,"                         6월: ""문화가 있는날"" 안내                        ",어린이
1855,종로구,                        <길 위의 인문학> 동물 인문학 편: 지속가능한 세상을 위해 동물과 함께 산다는 것                        ,성인
1856,종로구,"                        붓으로 퐁당~ 우리가족 그리기, 액자만들기                        ",어린이
1857,종로구,                        생애주기별 프로그램 - 나도 북큐레이터 '마음을 치유하는 문학테라피'                        ,성인
1858,종로구,                        가정의 달 초청 강연 - '드로잉 오뉴 작가와의 만남 - 육아 웹툰으로 만나는 육아이야기'                        ,성인
1859,종로구,                        아빠엄마와 함께하는 북스타트 책놀이(1차시)                        ,어린이
1860,종로구,                        가족과 함께 하는 작가와의 만남                        ,전연령
1861,종로구,                        감각을 일 깨우는 톡톡 책놀이                        ,어린이
1862,종로구,"                        5월 가정의 달, 우리소리 체험                        ",전연령
1863,종로구,                        사고력과 표현력을 쑥쑥 키우는 책놀이(초등프로그램)                        ,어린이
1864,종로구,                        감각을 일 깨우는 톡톡 책 놀이(유치 프로그램)                        ,어린이
1865,종로구,                        신나는 책읽기 지글보글 글쓰기                        ,어린이
1866,종로구,                        목소리 명작동화                        ,성인
1867,종로구,                        5월 스토리텔링 이벤트                        ,어린이
1868,종로구,                        그림으로 만나는 동화                        ,전연령
1869,종로구,                        가족의 가족을 뭐라고 부르지?                        ,어린이
1870,종로구,                        국학도서관 가정의 달 행사                        ,전연령
1871,종로구,"                        ""창의 책놀이 프로그램                        ",어린이
1872,종로구,                        창의 책놀이 프로그램                        ,어린이
1873,종로구,                        5월:문화가 있는 날 (테이블 연극)                        ,어린이
1874,종로구,                        어린이 독서 동아리                        ,어린이
1875,종로구,                        국악동화와 함께하는 이야기실뜨기                        ,어린이
1876,종로구,"                        초등독서동아리 ""추천목녹""                        ",어린이
1877,종로구,                        4월 스토리텔링 이벤트                        ,어린이
1878,종로구,                        <슬기로운 아름꿈 생활> 저자강연①-②                        ,전연령
1879,종로구,"                        도전, 열두 달 북챌린지                        ",전연령
1880,종로구,                        사서와 함께하는 윤독모임 모집 안내                        ,성인
1881,종로구,                        4월 게릴라 독서모임 모집 안내                        ,성인
1882,종로구,                        청운문학도서관 독서동아리원 모집                        ,전연령
1883,종로구,                        청운문학도서관 2022 지역동아리 모집                        ,전연령
1884,종로구,                        어린이 서평 독서동아리 <우.책.소>                        ,어린이
1885,종로구,                        그림으로 만나는 동화_원화 기획전시                        ,전연령
1886,종로구,                         3월 스토리텔링 이벤트 안내                        ,어린이
1887,종로구,                        고전 소설 낭독극 창작 및 공연 참여자 모집                        ,성인
1888,종로구,"                        시조 쓰기, 고전 낭독극 만들기                        ",성인
1889,종로구,                        생애주기별 프로그램 <나도 북큐레이터>                        ,성인
1890,종로구,                        성인독서토론 <책으로 통하는 사람들>                        ,성인
1891,종로구,                        (제9기) 그림책으로 만나는 영어스토리텔링                        ,전연령
1892,종로구,                        엄마와 함께하는 여덟 살 글쓰기                        ,전연령
1893,종로구,                        고전 지식인의 삶과 독서 리더십                        ,전연령
1894,종로구,                        <위대한 고독의 순간들> 라이브 북 토크                        ,전연령
1895,종로구,                        2021 길 위의 인문학 <종로의 인문지리>                        ,전연령
1896,종로구,                        국악태교_우리는 곧 부모가 된다                        ,전연령
1897,종로구,                        생각이 커가는 책놀이<1인분의 생각>                        ,어린이
1898,종로구,                        청운문학도서관 여름방학 프로그램 <청운 랜선 북캉스>                        ,어린이
1899,종로구,                        6월 환경의 달 <엄마는 북극 출장 중> 저자 강연                        ,전연령
1900,종로구,                        6월 환경의 달 <북극곰 고미의 환경NGO 활동기> 저자 강연                        ,어린이
1901,종로구,                        6월 환경의 달 <바다로 간 빨대> 저자 강연                        ,어린이
1902,종로구,                        국학청소년기자단 종로 길 위에서 만나는 역사 강연                        ,전연령
1903,종로구,                        국학청소년기자단 온라인 직업강연 '기자'                        ,전연령
1904,종로구,                        국학청소년기자단 1기 모집 안내                        ,청소년
1905,종로구,                         책으로 통하는 사람들(성인대상 독서토론 프로그램)                        ,성인
1906,종로구,                         동화 만들기                        ,어린이
1907,종로구,                        나와 내가 만나는 시간 그림책                        ,어린이
1908,종로구,                         다산처럼 읽고 연암처럼 써라                        ,전연령
1909,종로구,"                         우리가 모르는 북한, 그들이 모르는 남한                        ",전연령
1910,종로구,                         종로구 한책선정단 모집                        ,전연령
1911,광진구,[한 주제로 함께 읽기] <책들의 부엌> 김지혜 작가 북토크,전연령
1912,광진구,[팹라이브러리] 장비사용안전교육(9/24),전연령
1913,광진구,[팹라이브러리] 장비사용안전교육(9/17),전연령
1914,광진구,[미디어창작관] 9월: OBS를 활용한 책 소개 영상 제작,성인
1915,광진구,마지막 주 문화가 있는 수요일 < 설거지 비누 만들기> [9/28],청소년
1916,광진구,2022년 하반기 광진정보도서관 청소년독서회(중학교 2/3학년),청소년
1917,광진구,2022년 하반기 광진정보도서관 청소년독서회(중학교 1학년),청소년
1918,광진구,[메이커-교육] 웹툰창작 중급반 참가자 모집,어린이
1919,광진구,[메이커-교육] 웹툰창작 초급반 참가자 모집,어린이
1920,광진구,[메이커-교육] 3D 공작소: 3D모델링-Blender 중급반,어린이
1921,광진구,[온라인] 광진정보도서관 작가와의 만남 <일생도서관: 8월 노명우 교수>,전연령
1922,광진구,[오프라인] 광진정보도서관 작가와의 만남 <일생도서관: 8월 노명우 교수>,전연령
1923,광진구,[메이커-교육] 웹툰창작 성인반 참가자 모집,성인
1924,광진구,[팹라이브러리]에서 놀자! 진공성형기를 활용한 석고방향제 만들기! (8/25~8/26),전연령
1925,광진구,[팹라이브러리] 장비사용안전교육(8/27),전연령
1926,광진구,[팹라이브러리] 매월(8월) 마지막 주 문화가 있는 수요일 <감성놀이 드림캐처 작품 만들기> [8/31],어린이
1927,광진구,[팹라이브러리] 장비사용안전교육(8/13),전연령
1928,광진구,8월 문화가 있는 수요일 웹툰 창작 체험: 덕질툰 그리기,전연령
1929,광진구,2022년 도서관 지혜학교,성인
1930,광진구,[미디어창작공간] 8월: OBS를 활용한 영화 리뷰 영상 제작,성인
1931,광진구,[메이커-교육] 어린이 영상편집 교육 여름 특강,어린이
1932,광진구,광진정보도서관 여름방학 독서교실 [광브르 곤충아카데미] ,어린이
1933,광진구,[광진-오프라인] 시니어 스마트폰 활용 교육지도사 양성과정,성인
1934,광진구,[팹라이브러리]에서 놀자! 유니맷 직소를 활용한 양인형 만들기!(7/29),어린이
1935,광진구,[팹라이브러리]에서 놀자! 유니맷 직소를 활용한 양인형 만들기!(7/28),어린이
1936,광진구,[팹라이브러리]  3D모델링 피규어 만들기 (퓨전360+3D프린터),성인
1937,광진구,[오프라인] 광진정보도서관 작가와의 만남 <일생도서관: 7월 홍인혜(LUNA) 작가>,전연령
1938,광진구,[온라인] 광진정보도서관 작가와의 만남 <일생도서관: 7월 홍인혜(LUNA) 작가>,전연령
